value,year,month,day,hour,timestamp
27.67609589041096,2022,7,24,14,20220724141200
34.02258333333333,2022,7,24,15,20220724154800
36.158616666666674,2022,7,24,16,20220724168400
46.16161344537819,2022,7,24,17,20220724172000
56.94750833333335,2022,7,24,18,20220724185600
58.85791666666667,2022,7,24,19,20220724199200
64.92550833333333,2022,7,24,20,20220724202800
69.80580672268907,2022,7,24,21,20220724216400
71.73682500000001,2022,7,24,22,20220724220000
76.02568067226889,2022,7,24,23,20220724233600
78.31297499999997,2022,7,25,0,20220725007200
81.45999159663867,2022,7,25,1,20220725010800
82.86217647058822,2022,7,25,2,20220725024400
85.43147058823529,2022,7,25,3,20220725038000
87.77530000000003,2022,7,25,4,20220725041600
88.83381666666668,2022,7,25,5,20220725055200
84.52709166666668,2022,7,25,6,20220725068800
72.5341416666667,2022,7,25,7,20220725072400
55.413750000000014,2022,7,25,8,20220725086000
38.858716666666666,2022,7,25,9,20220725099600
36.09945833333333,2022,7,25,10,20220725103200
36.929509259259255,2022,7,25,11,20220725116800
36.30794166666666,2022,7,25,12,20220725120400
35.17353781512605,2022,7,25,13,20220725134000
36.16682051282052,2022,7,25,14,20220725147600
44.58919626168223,2022,7,25,15,20220725151200
56.68080000000001,2022,7,25,16,20220725164800
49.33974789915966,2022,7,25,17,20220725178400
61.414663865546224,2022,7,25,18,20220725182000
66.57932773109242,2022,7,25,19,20220725195600
72.29125833333337,2022,7,25,20,20220725209200
67.81525833333333,2022,7,25,21,20220725212800
63.47073949579832,2022,7,25,22,20220725226400
69.33927499999999,2022,7,25,23,20220725230000
71.14300000000001,2022,7,26,0,20220726003600
80.36819491525425,2022,7,26,1,20220726017200
82.21753333333335,2022,7,26,2,20220726020800
79.07298319327734,2022,7,26,3,20220726034400
82.1858666666667,2022,7,26,4,20220726048000
79.72299166666669,2022,7,26,5,20220726051600
76.7862333333333,2022,7,26,6,20220726065200
65.91172268907565,2022,7,26,7,20220726078800
52.72625833333333,2022,7,26,8,20220726082400
40.21328333333334,2022,7,26,9,20220726096000
39.08331666666666,2022,7,26,10,20220726109600
40.42566101694916,2022,7,26,11,20220726113200
36.29565833333333,2022,7,26,12,20220726126800
35.579941666666656,2022,7,26,13,20220726130400
34.05809243697479,2022,7,26,14,20220726144000
40.66349999999999,2022,7,26,15,20220726157600
48.320425,2022,7,26,16,20220726161200
53.50436974789915,2022,7,26,17,20220726174800
53.204741666666685,2022,7,26,18,20220726188400
58.470983333333365,2022,7,26,19,20220726192000
