loss,val_loss
24.18488311767578,12.889431953430176
8.33929443359375,6.98126220703125
5.149454593658447,4.636214733123779
3.690870523452759,3.4065470695495605
2.754685640335083,2.456247329711914
2.238340377807617,1.8496907949447632
1.8976495265960693,1.4965091943740845
1.7063413858413696,1.2305405139923096
1.5727051496505737,1.1118718385696411
1.4894357919692993,1.0190849304199219
1.4345368146896362,0.9176234602928162
1.384289026260376,0.8941150903701782
1.3586900234222412,0.8445749282836914
1.3524274826049805,0.8711159229278564
1.3162986040115356,0.8381348252296448
1.2874573469161987,0.7305992841720581
1.2577450275421143,0.6999362707138062
1.230333685874939,0.6828566789627075
1.213863730430603,0.6479238271713257
1.196631669998169,0.633983850479126
1.1810669898986816,0.6215233206748962
1.1564879417419434,0.5911311507225037
1.121332049369812,0.5273736119270325
1.1148895025253296,0.5362669229507446
1.0889378786087036,0.5305759310722351
1.0934370756149292,0.5135794281959534
1.0622198581695557,0.5042229890823364
1.0447481870651245,0.45169296860694885
1.0399322509765625,0.5105751156806946
1.0361288785934448,0.5044333934783936
1.0076595544815063,0.4472142457962036
1.0050950050354004,0.4396091401576996
0.9992144107818604,0.45575663447380066
0.9629733562469482,0.41313204169273376
0.9721644520759583,0.5017334222793579
0.9565021991729736,0.46633580327033997
0.9460811018943787,0.4379570484161377
0.9363089203834534,0.42021307349205017
0.9215171933174133,0.43089261651039124
0.9105377793312073,0.42648178339004517
0.9182164072990417,0.4439253807067871
0.8717321753501892,0.3987436592578888
0.8946011066436768,0.40264251828193665
0.875694990158081,0.3956490755081177
0.8438258171081543,0.38718658685684204
0.8465920686721802,0.366616815328598
0.8426235318183899,0.4288855195045471
0.845125675201416,0.3942270576953888
0.8355526328086853,0.3770342767238617
0.8101646304130554,0.4053373336791992
