value,year,month,day,hour,timestamp
39.23376712328767,2022,7,24,14,20220724141200
39.19604166666669,2022,7,24,15,20220724154800
37.97531932773111,2022,7,24,16,20220724168400
36.29377310924369,2022,7,24,17,20220724172000
33.61881666666668,2022,7,24,18,20220724185600
30.476296610169484,2022,7,24,19,20220724199200
29.125075000000013,2022,7,24,20,20220724202800
28.046274999999987,2022,7,24,21,20220724216400
26.46544537815128,2022,7,24,22,20220724220000
25.71665833333333,2022,7,24,23,20220724233600
24.50173333333335,2022,7,25,0,20220725007200
23.768399999999996,2022,7,25,1,20220725010800
23.246829059829043,2022,7,25,2,20220725024400
22.67097500000002,2022,7,25,3,20220725038000
22.24290000000001,2022,7,25,4,20220725041600
22.20416666666666,2022,7,25,5,20220725055200
24.1635,2022,7,25,6,20220725068800
27.41970833333333,2022,7,25,7,20220725072400
30.691891666666653,2022,7,25,8,20220725086000
33.68058333333332,2022,7,25,9,20220725099600
35.94234166666666,2022,7,25,10,20220725103200
38.004889908256885,2022,7,25,11,20220725116800
39.08500833333333,2022,7,25,12,20220725120400
39.61224576271188,2022,7,25,13,20220725134000
38.8627966101695,2022,7,25,14,20220725147600
37.30874545454545,2022,7,25,15,20220725151200
34.36641666666666,2022,7,25,16,20220725164800
36.4808823529412,2022,7,25,17,20220725178400
34.01239166666668,2022,7,25,18,20220725182000
30.93977310924368,2022,7,25,19,20220725195600
28.62855833333334,2022,7,25,20,20220725209200
28.85658333333335,2022,7,25,21,20220725212800
27.69924369747901,2022,7,25,22,20220725226400
26.73301680672268,2022,7,25,23,20220725230000
25.156017094017088,2022,7,26,0,20220726003600
23.726075000000016,2022,7,26,1,20220726017200
23.498533333333334,2022,7,26,2,20220726020800
23.928383333333315,2022,7,26,3,20220726034400
23.301714285714286,2022,7,26,4,20220726048000
23.54409166666668,2022,7,26,5,20220726051600
24.94495833333333,2022,7,26,6,20220726065200
27.357889830508487,2022,7,26,7,20220726078800
30.00702499999999,2022,7,26,8,20220726082400
32.105470588235285,2022,7,26,9,20220726096000
34.735675,2022,7,26,10,20220726109600
36.53484482758623,2022,7,26,11,20220726113200
37.95300833333332,2022,7,26,12,20220726126800
38.01112500000001,2022,7,26,13,20220726130400
37.94254954954955,2022,7,26,14,20220726144000
35.94364166666664,2022,7,26,15,20220726157600
33.643783333333324,2022,7,26,16,20220726161200
32.10868333333333,2022,7,26,17,20220726174800
31.574327731092428,2022,7,26,18,20220726188400
29.63792499999999,2022,7,26,19,20220726192000
28.528857142857152,2022,7,26,20,20220726205600
27.74033333333334,2022,7,26,21,20220726219200
27.31322222222222,2022,7,26,22,20220726222800
26.3703361344538,2022,7,26,23,20220726236400
25.90804201680674,2022,7,27,0,20220727000000
25.23113333333332,2022,7,27,1,20220727013600
19.768771739130443,2022,7,27,2,20220727027200
19.79173949579833,2022,7,27,3,20220727030800
19.99900833333333,2022,7,27,4,20220727044400
19.94954166666667,2022,7,27,5,20220727058000
20.89506666666667,2022,7,27,6,20220727061600
22.184466666666665,2022,7,27,7,20220727075200
24.296075630252098,2022,7,27,8,20220727088800
26.24851327433629,2022,7,27,9,20220727092400
28.58091666666666,2022,7,27,10,20220727106000
30.25504424778762,2022,7,27,11,20220727119600
30.903601694915267,2022,7,27,12,20220727123200
32.54496638655463,2022,7,27,13,20220727136800
33.240179245283024,2022,7,27,14,20220727140400
33.57065833333331,2022,7,27,15,20220727154000
33.54738333333334,2022,7,27,16,20220727167600
31.24805833333333,2022,7,27,17,20220727171200
29.458366666666663,2022,7,27,18,20220727184800
