value,year,month,day,hour,timestamp
39.752698630137,2022,7,24,14,20220724141200
42.69465546218486,2022,7,24,15,20220724154800
39.782516666666666,2022,7,24,16,20220724168400
40.84338333333333,2022,7,24,17,20220724172000
35.9248,2022,7,24,18,20220724185600
31.14753333333334,2022,7,24,19,20220724199200
28.96362499999999,2022,7,24,20,20220724202800
27.77438333333332,2022,7,24,21,20220724216400
26.336533333333342,2022,7,24,22,20220724220000
25.610865546218506,2022,7,24,23,20220724233600
24.38631666666665,2022,7,25,0,20220725007200
23.60374166666666,2022,7,25,1,20220725010800
23.129983050847475,2022,7,25,2,20220725024400
22.52139830508473,2022,7,25,3,20220725038000
22.159433333333315,2022,7,25,4,20220725041600
22.22486666666667,2022,7,25,5,20220725055200
25.002641666666687,2022,7,25,6,20220725068800
30.340816666666655,2022,7,25,7,20220725072400
36.689747899159656,2022,7,25,8,20220725086000
38.66624369747899,2022,7,25,9,20220725099600
42.722016666666654,2022,7,25,10,20220725103200
44.74559633027523,2022,7,25,11,20220725116800
45.19840833333332,2022,7,25,12,20220725120400
41.02295798319326,2022,7,25,13,20220725134000
39.93020338983051,2022,7,25,14,20220725147600
38.75808256880733,2022,7,25,15,20220725151200
35.84095833333333,2022,7,25,16,20220725164800
40.96561344537815,2022,7,25,17,20220725178400
36.11373109243696,2022,7,25,18,20220725182000
31.403166666666664,2022,7,25,19,20220725195600
29.30083333333335,2022,7,25,20,20220725209200
29.16895833333333,2022,7,25,21,20220725212800
27.520033333333352,2022,7,25,22,20220725226400
26.452925000000004,2022,7,25,23,20220725230000
24.89860683760684,2022,7,26,0,20220726003600
23.606541666666665,2022,7,26,1,20220726017200
23.40908403361345,2022,7,26,2,20220726020800
23.64289999999999,2022,7,26,3,20220726034400
22.959616666666644,2022,7,26,4,20220726048000
23.46869491525425,2022,7,26,5,20220726051600
25.484683333333344,2022,7,26,6,20220726065200
29.64695000000001,2022,7,26,7,20220726078800
34.89059663865545,2022,7,26,8,20220726082400
36.121366666666646,2022,7,26,9,20220726096000
40.66771428571429,2022,7,26,10,20220726109600
42.58896610169492,2022,7,26,11,20220726113200
43.909325,2022,7,26,12,20220726126800
39.80285833333332,2022,7,26,13,20220726130400
38.57407142857143,2022,7,26,14,20220726144000
37.93842499999999,2022,7,26,15,20220726157600
34.67671666666665,2022,7,26,16,20220726161200
32.52385833333336,2022,7,26,17,20220726174800
32.454425,2022,7,26,18,20220726188400
29.56656666666668,2022,7,26,19,20220726192000
28.39007627118644,2022,7,26,20,20220726205600
27.59683898305081,2022,7,26,21,20220726219200
27.172940170940198,2022,7,26,22,20220726222800
26.15047499999999,2022,7,26,23,20220726236400
25.644151260504188,2022,7,27,0,20220727000000
24.993285714285733,2022,7,27,1,20220727013600
19.60763043478261,2022,7,27,2,20220727027200
19.681571428571427,2022,7,27,3,20220727030800
19.777133333333325,2022,7,27,4,20220727044400
19.705608333333338,2022,7,27,5,20220727058000
20.98264166666666,2022,7,27,6,20220727061600
23.21549166666666,2022,7,27,7,20220727075200
26.427575,2022,7,27,8,20220727088800
29.493412280701747,2022,7,27,9,20220727092400
33.79932407407408,2022,7,27,10,20220727106000
35.31897413793104,2022,7,27,11,20220727119600
37.209201680672265,2022,7,27,12,20220727123200
34.74282203389831,2022,7,27,13,20220727136800
33.6545576923077,2022,7,27,14,20220727140400
37.948108333333344,2022,7,27,15,20220727154000
34.71982352941176,2022,7,27,16,20220727167600
37.34466101694914,2022,7,27,17,20220727171200
32.2818,2022,7,27,18,20220727184800
27.086076271186453,2022,7,27,19,20220727198400
25.642258333333327,2022,7,27,20,20220727202000
25.196798319327733,2022,7,27,21,20220727215600
23.50269724770641,2022,7,27,22,20220727229200
22.28368181818182,2022,7,27,23,20220727232800
21.100394736842112,2022,7,28,0,20220728006400
20.8739745762712,2022,7,28,1,20220728010000
20.507475,2022,7,28,2,20220728023600
20.164630252100856,2022,7,28,3,20220728037200
19.85313445378149,2022,7,28,4,20220728040800
20.338175,2022,7,28,5,20220728054400
22.47955833333333,2022,7,28,6,20220728068000
28.517428571428574,2022,7,28,7,20220728071600
33.98818333333332,2022,7,28,8,20220728085200
35.1762627118644,2022,7,28,9,20220728098800
38.27948305084749,2022,7,28,10,20220728102400
38.686294117647066,2022,7,28,11,20220728116000
40.94336666666667,2022,7,28,12,20220728129600
33.10246610169491,2022,7,28,13,20220728133200
31.552775,2022,7,28,14,20220728146800
36.05953781512604,2022,7,28,15,20220728150400
33.54525862068964,2022,7,28,16,20220728164000
35.62393277310924,2022,7,28,17,20220728177600
29.59534166666667,2022,7,28,18,20220728181200
25.761233333333344,2022,7,28,19,20220728194800
24.249491666666668,2022,7,28,20,20220728208400
23.0969243697479,2022,7,28,21,20220728212000
22.477083333333333,2022,7,28,22,20220728225600
21.61412605042016,2022,7,28,23,20220728239200
20.94140000000001,2022,7,29,0,20220729002800
21.328608333333342,2022,7,29,1,20220729016400
20.33586440677965,2022,7,29,2,20220729020000
20.59708333333333,2022,7,29,3,20220729033600
19.275308333333328,2022,7,29,4,20220729047200
19.43791596638655,2022,7,29,5,20220729050800
22.175708333333336,2022,7,29,6,20220729064400
27.35673684210526,2022,7,29,7,20220729078000
32.804025,2022,7,29,8,20220729081600
34.51852499999999,2022,7,29,9,20220729095200
38.174547008547,2022,7,29,10,20220729108800
39.66594214876034,2022,7,29,11,20220729112400
41.730588235294114,2022,7,29,12,20220729126000
36.225416666666646,2022,7,29,13,20220729139600
36.73076666666667,2022,7,29,14,20220729143200
35.26696666666666,2022,7,29,15,20220729156800
22.49258474576272,2022,7,29,16,20220729160400
22.828462184873946,2022,7,29,17,20220729174000
23.13745,2022,7,29,18,20220729187600
