index,quantity,radius_mean,radius_std,hours_mean,hours_std,time_mean,time_std,dead_mean,dead_std,alive_mean,alive_std,left_mean,left_std
0.0,1800.0,4.294246727290106,1.3070575433887697,61.0,0.0,36.318856092599724,7.718740235257335,201.3846153846154,12.499467444276677,52.23076923076923,17.949304019735678,146.3846153846154,13.842734620556298
1.0,1800.0,3.902873406846534,1.1879058888809542,55.0,0.0,41.61715813783499,9.187586952687573,200.23076923076923,13.995350030821205,49.07692307692308,16.050217053224586,150.69230769230768,9.301650931913732
2.0,1800.0,3.867294014078937,1.1770739202893346,55.0,0.0,42.79571458009573,10.636663927252936,197.30769230769232,13.95809451060079,49.69230769230769,18.116650290588467,153.0,10.023050357128735
3.0,1800.0,3.5470794791705607,1.079586202964759,50.0,0.0,51.513449925642746,11.666457383090597,195.23076923076923,11.956033855845767,51.76923076923077,17.646764123307953,153.0,11.306907351090919
