index,quantity,radius_mean,radius_std,hours_mean,hours_std,time_mean,time_std,dead_mean,dead_std,alive_mean,alive_std,left_mean,left_std
0.0,1800.0,0.12159785359685206,0.09207121755775263,1.6923076923076923,1.1357556200179537,3.7664757508497972,0.28565625558005,0.3076923076923077,0.46153846153846156,0.0,0.0,0.6923076923076923,0.46153846153846156
1.0,1800.0,3.10649057930937,1.6591273613922968,41.38461538461539,16.373235484677007,9.894406777161818,2.682463649769889,10.615384615384615,2.646869312936193,2.0,1.4675987714106855,7.384615384615385,1.9029718272081513
2.0,1800.0,3.5470794791705607,1.079586202964759,50.0,0.0,14.136470702978281,2.165972690081221,25.53846153846154,3.4332174776032924,6.153846153846154,3.206871320873205,18.307692307692307,2.945259956781023
3.0,1800.0,3.5470794791705607,1.079586202964759,50.0,0.0,18.235961785683266,3.827974762922874,49.84615384615385,5.0512169721175395,10.692307692307692,5.689188334492491,39.46153846153846,3.00295712245279
4.0,1800.0,3.5470794791705607,1.079586202964759,50.0,0.0,28.41195097336402,5.377247924710319,99.6923076923077,6.068640899481852,22.615384615384617,8.014779247772989,77.6923076923077,5.648479923287945
5.0,1800.0,3.5470794791705607,1.079586202964759,50.0,0.0,51.513449925642746,11.666457383090597,195.23076923076923,11.956033855845767,51.76923076923077,17.646764123307953,153.0,11.306907351090919
6.0,1800.0,3.5470794791705607,1.079586202964759,50.0,0.0,77.93298877202548,16.314693882140546,300.0,19.67036036586714,78.6923076923077,20.249917817058744,221.30769230769232,19.993786016908874
7.0,1800.0,3.5470794791705607,1.079586202964759,50.0,0.0,124.88548935376681,30.888882260123495,494.3076923076923,31.01459858588834,129.84615384615384,43.11138731212824,375.84615384615387,25.249055287265865
